centroidx,centroidy,height,angle,module,mag_field
656,333,27,-1.4968572891369563,27.073972741361768,2.475
986,483,33,1.4801364395941514,33.13608305156178,2.509
875,409,47,-1.0179551052023572,55.226805085936306,2.5
713,418,10,-0.5880026035475675,18.027756377319946,2.493
944,378,32,-0.7266423406817256,48.16637831516918,2.489
656,333,27,0,27.0,2.485
954,418,32,-1.5395564933646284,32.01562118716424,2.482
657,332,27,1.4968572891369563,27.073972741361768,2.479
656,333,27,1.5337762109209665,27.018512172212592,2.478
656,332,27,1.5337762109209665,27.018512172212592,2.476
942,420,40,1.0303768265243125,46.647615158762406,2.475
661,327,28,0,28.0,2.509
960,403,46,1.3360737143096995,47.29693436154187,2.5
790,466,39,-1.2490457723982544,41.10960958218893,2.493
886,421,17,0.8818719385800352,22.02271554554524,2.489
656,333,28,1.4994888620096063,28.071337695236398,2.485
927,414,43,1.4321565896607387,43.41658669218482,2.482
972,373,29,0.8794593980254346,37.64306044943742,2.479
948,420,42,1.0164888305933455,49.39635614091387,2.478
954,389,57,1.5182132651839548,57.07889277132134,2.476
657,333,27,1.4968572891369563,27.073972741361768,2.475
985,410,33,1.3909428270024184,33.54101966249684,2.509
657,333,26,1.2722973952087173,27.202941017470888,2.5
657,333,27,0,27.0,2.493
657,333,27,0,27.0,2.489
946,425,20,1.3258176636680326,20.615528128088304,2.485
973,356,18,1.460139105621001,18.110770276274835,2.482
954,398,74,-1.39689513765701,75.13321502504735,2.479
875,409,40,-0.8809962820612887,51.85556864985669,2.478
897,376,60,1.3894765523934063,61.0,2.476
968,416,72,-1.501463193106688,72.17340230306452,2.475
978,358,26,1.380808038876181,26.476404589747453,2.509
920,354,40,-1.3024301158889897,41.48493702538308,2.5
967,453,34,1.2578950989145121,35.73513677041127,2.493
958,417,45,1.171280832795522,48.84669896727925,2.489
654,332,26,1.380808038876181,26.476404589747453,2.485
655,332,26,1.380808038876181,26.476404589747453,2.482
422,335,187,1.1179009915851916,207.9663434308542,2.479
917,367,59,-1.536910996890779,59.033888572581766,2.478
952,480,34,-1.2315037123408519,36.05551275463989,2.476
981,415,46,-1.5056711634605107,46.09772228646444,2.475
700,485,32,1.3554386270971586,32.7566787083184,2.509
855,472,54,-1.2827408797442708,56.32051136131489,2.5
746,473,57,-1.1722738811284763,61.84658438426491,2.493
962,119,60,-1.5042281630190728,60.13318551349163,2.489
711,416,12,0.7853981633974483,16.97056274847714,2.485
809,472,34,1.396124127786657,34.52535300326414,2.482
963,428,23,0.906750163968212,29.206163733020468,2.479
653,333,28,1.5350972141155725,28.0178514522438,2.478
717,415,16,1.2120256565243244,17.08800749063506,2.476
926,341,40,1.446441332248135,40.311288741492746,2.475
